2018-07-26,5,CIVC,SANL,2
2018-07-26,11,NCON,BALB,6
2018-07-26,17,SBRN,CIVC,14
2018-07-27,4,HAYW,EMBR,7
2018-07-27,11,FRMT,LAKE,1
2018-07-27,17,MONT,24TH,440
2018-07-28,0,FTVL,CONC,1
2018-07-28,13,GLEN,POWL,82
2018-07-28,20,DALY,FRMT,1
2018-07-29,11,ROCK,SFIA,10
2018-07-29,18,WCRK,MCAR,8
2018-07-30,7,FRMT,DELN,3
2018-07-30,13,POWL,COLM,21
2018-07-30,19,PITT,ORIN,1
2018-07-31,7,ORIN,SFIA,20
2018-07-31,13,WOAK,DALY,1
2018-07-31,19,SBRN,BALB,9
2018-08-01,7,NCON,SFIA,3
2018-08-01,13,WCRK,MONT,18
2018-08-01,19,ROCK,BAYF,1
2018-08-02,7,NCON,12TH,40
2018-08-02,13,UCTY,BALB,1
2018-08-02,19,PHIL,ANTC,2
2018-08-03,7,FRMT,DUBL,6
2018-08-03,13,NCON,PHIL,4
2018-08-03,19,DUBL,BALB,8
2018-08-04,8,SSAN,SFIA,2
2018-08-04,16,CIVC,WOAK,67
2018-08-05,0,FTVL,LAKE,1
2018-08-05,15,UCTY,12TH,1
2018-08-06,1,SFIA,DELN,6
2018-08-06,11,DBRK,NBRK,3
2018-08-06,17,PITT,CONC,10
2018-08-07,5,CIVC,FRMT,1
2018-08-07,11,OAKL,MONT,7
2018-08-07,18,12TH,PHIL,95
2018-08-08,5,DALY,16TH,3
2018-08-08,11,ORIN,EMBR,36
2018-08-08,17,SFIA,NBRK,6
2018-08-09,5,24TH,WOAK,2
2018-08-09,11,LAKE,WDUB,4
2018-08-09,17,PITT,RICH,1
2018-08-10,1,DALY,SBRN,1
2018-08-10,11,DALY,SANL,1
2018-08-10,17,GLEN,DBRK,10
2018-08-11,0,24TH,COLM,5
2018-08-11,13,CAST,BAYF,5
2018-08-11,20,16TH,EMBR,16
2018-08-12,11,MLBR,GLEN,3
2018-08-12,18,SSAN,CONC,1
2018-08-13,7,FTVL,12TH,29
2018-08-13,13,PHIL,MONT,17
2018-08-13,19,NCON,CONC,1
2018-08-14,7,NCON,19TH,35
2018-08-14,13,SSAN,SSAN,1
2018-08-14,19,RICH,COLM,3
2018-08-15,7,NBRK,WARM,1
2018-08-15,13,SFIA,DBRK,10
2018-08-15,19,PHIL,PCTR,2
2018-08-16,7,MONT,EMBR,4
2018-08-16,13,SFIA,EMBR,43
2018-08-16,19,ORIN,MCAR,2
2018-08-17,7,FTVL,WOAK,14
2018-08-17,13,OAKL,NCON,1
2018-08-17,19,EMBR,PLZA,54
2018-08-18,8,PCTR,LAFY,2
2018-08-18,15,LAFY,19TH,2
2018-08-18,22,MLBR,MONT,1
2018-08-19,13,PITT,WOAK,1
2018-08-19,20,SFIA,RICH,5
2018-08-20,8,SANL,COLS,6
2018-08-20,15,COLS,DBRK,9
2018-08-20,21,BALB,PITT,6
2018-08-21,8,SFIA,CIVC,11
2018-08-21,15,DALY,PHIL,4
2018-08-21,21,BALB,EMBR,9
2018-08-22,8,PHIL,WCRK,21
2018-08-22,15,19TH,UCTY,12
2018-08-22,20,SFIA,CONC,6
2018-08-23,8,FTVL,SANL,27
2018-08-23,14,RICH,BAYF,2
2018-08-23,20,GLEN,SFIA,6
2018-08-24,8,COLM,COLM,2
2018-08-24,14,HAYW,WARM,3
2018-08-24,20,ANTC,WOAK,1
2018-08-25,9,SSAN,POWL,17
2018-08-25,17,ASHB,ASHB,5
2018-08-26,8,WDUB,LAKE,2
2018-08-26,16,PLZA,PLZA,1
2018-08-27,5,ROCK,LAKE,1
2018-08-27,11,WDUB,SFIA,2
